"","4","12","0.0017","HIGH","Sample","F","DJHR","1.516","43","NA","Sample.Key","Type","Site","Analyst","Mass.of.Soil","Total.Volume","Concentration"
"2334",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",43,"Sample","MB","AB",0,45,NA
"2335",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",43,"Sample","MB","AB",0,45,NA
"2336",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",43,"Sample","MB","AB",0,45,NA
"2337",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",43,"Sample","MB","AB",0,45,NA
"2338",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",43,"Sample","MB","AB",0,45,NA
"2339",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",43,"Sample","MB","AB",0,45,NA
"2340",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",43,"Sample","MB","AB",0,45,NA
"2341",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",43,"Sample","MB","AB",0,45,NA
"2342",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",43,"Sample","MB","AB",0,45,NA
"2343",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",43,"Sample","MB","AB",0,45,NA
"2344",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",43,"Sample","MB","AB",0,45,NA
"2345",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",43,"Sample","MB","AB",0,45,NA
"2346",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",43,"Sample","MB","AB",0,45,NA
"2347",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",43,"Sample","MB","AB",0,45,NA
"2348",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",43,"Sample","MB","AB",0,45,NA
"2349",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",43,"Sample","MB","AB",0,45,NA
"2350",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",43,"Sample","MB","AB",0,45,NA
"2351",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",43,"Sample","MB","AB",0,45,NA
"2352",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",43,"Sample","MB","AB",0,45,NA
"2353",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",43,"Sample","MB","AB",0,45,NA
"2354",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",43,"Sample","MB","AB",0,45,NA
"2355",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",43,"Sample","MB","AB",0,45,NA
"2356",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",43,"Sample","MB","AB",0,45,NA
"2357",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",43,"Sample","MB","AB",0,45,NA
"2358",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",43,"Sample","MB","AB",0,45,NA
"2359",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",43,"Sample","MB","AB",0,45,NA
"2360",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",43,"Sample","MB","AB",0,45,NA
"2361",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",43,"Sample","MB","AB",0,45,NA
"2362",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",43,"Sample","MB","AB",0,45,NA
"2363",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",43,"Sample","MB","AB",0,45,NA
"2364",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",43,"Sample","MB","AB",0,45,NA
"2365",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",43,"Sample","MB","AB",0,45,NA
"2366",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2367",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2368",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2369",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2370",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2371",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2372",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2373",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",44,"Sample","QC","KAD",1.5598,50,NA
"2374",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2375",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2376",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2377",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2378",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2379",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2380",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2381",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2382",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",44,"Sample","QC","KAD",1.5598,50,NA
"2383",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",44,"Sample","QC","KAD",1.5598,50,NA
"2384",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",44,"Sample","QC","KAD",1.5598,50,NA
"2385",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",44,"Sample","QC","KAD",1.5598,50,NA
"2386",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",44,"Sample","QC","KAD",1.5598,50,NA
"2387",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",44,"Sample","QC","KAD",1.5598,50,NA
"2388",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2389",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2390",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",44,"Sample","QC","KAD",1.5598,50,NA
"2391",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2392",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2393",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2394",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2395",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2396",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2397",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2398",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2399",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2400",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2401",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",44,"Sample","QC","KAD",1.5598,50,NA
"2402",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2403",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2404",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2405",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2406",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2407",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2408",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2409",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2410",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2411",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2412",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2413",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",44,"Sample","QC","KAD",1.5598,50,NA
"2414",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",44,"Sample","QC","KAD",1.5598,50,NA
"2415",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",44,"Sample","QC","KAD",1.5598,50,NA
"2416",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",44,"Sample","QC","KAD",1.5598,50,NA
"2417",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",44,"Sample","QC","KAD",1.5598,50,NA
"2418",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2419",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2420",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",44,"Sample","QC","KAD",1.5598,50,NA
"2421",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",45,"Sample","B","KAD",1.54,45,NA
"2422",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",45,"Sample","B","KAD",1.54,45,NA
"2423",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",45,"Sample","B","KAD",1.54,45,NA
"2424",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2425",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2426",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2427",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2428",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",45,"Sample","B","KAD",1.54,45,NA
"2429",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",45,"Sample","B","KAD",1.54,45,NA
"2430",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",45,"Sample","B","KAD",1.54,45,NA
"2431",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",45,"Sample","B","KAD",1.54,45,NA
"2432",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",45,"Sample","B","KAD",1.54,45,NA
"2433",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",45,"Sample","B","KAD",1.54,45,NA
"2434",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",45,"Sample","B","KAD",1.54,45,NA
"2435",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",45,"Sample","B","KAD",1.54,45,NA
"2436",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",45,"Sample","B","KAD",1.54,45,NA
"2437",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",45,"Sample","B","KAD",1.54,45,NA
"2438",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",45,"Sample","B","KAD",1.54,45,NA
"2439",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",45,"Sample","B","KAD",1.54,45,NA
"2440",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",45,"Sample","B","KAD",1.54,45,NA
"2441",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",45,"Sample","B","KAD",1.54,45,NA
"2442",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",45,"Sample","B","KAD",1.54,45,NA
"2443",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",45,"Sample","B","KAD",1.54,45,NA
"2444",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2445",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",45,"Sample","B","KAD",1.54,45,NA
"2446",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",45,"Sample","B","KAD",1.54,45,NA
"2447",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2448",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2449",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2450",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",45,"Sample","B","KAD",1.54,45,NA
"2451",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2452",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",45,"Sample","B","KAD",1.54,45,NA
"2453",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",45,"Sample","B","KAD",1.54,45,NA
"2454",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",45,"Sample","B","KAD",1.54,45,NA
"2455",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2456",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",45,"Sample","B","KAD",1.54,45,NA
"2457",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",45,"Sample","B","KAD",1.54,45,NA
"2458",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2459",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",45,"Sample","B","KAD",1.54,45,NA
"2460",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",45,"Sample","B","KAD",1.54,45,NA
"2461",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",45,"Sample","B","KAD",1.54,45,NA
"2462",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2463",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",45,"Sample","B","KAD",1.54,45,NA
"2464",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2465",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",45,"Sample","B","KAD",1.54,45,NA
"2466",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",45,"Sample","B","KAD",1.54,45,NA
"2467",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2468",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",45,"Sample","B","KAD",1.54,45,NA
"2469",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",45,"Sample","B","KAD",1.54,45,NA
"2470",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",45,"Sample","B","KAD",1.54,45,NA
"2471",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",45,"Sample","B","KAD",1.54,45,NA
"2472",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",45,"Sample","B","KAD",1.54,45,NA
"2473",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",45,"Sample","B","KAD",1.54,45,NA
"2474",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",45,"Sample","B","KAD",1.54,45,NA
"2475",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",45,"Sample","B","KAD",1.54,45,NA
"2476",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",46,"Sample","A","LML",1.57641,43,NA
"2477",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",46,"Sample","A","LML",1.57641,43,NA
"2478",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",46,"Sample","A","LML",1.57641,43,NA
"2479",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2480",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2481",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2482",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2483",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",46,"Sample","A","LML",1.57641,43,NA
"2484",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",46,"Sample","A","LML",1.57641,43,NA
"2485",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",46,"Sample","A","LML",1.57641,43,NA
"2486",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",46,"Sample","A","LML",1.57641,43,NA
"2487",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",46,"Sample","A","LML",1.57641,43,NA
"2488",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",46,"Sample","A","LML",1.57641,43,NA
"2489",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",46,"Sample","A","LML",1.57641,43,NA
"2490",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",46,"Sample","A","LML",1.57641,43,NA
"2491",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",46,"Sample","A","LML",1.57641,43,NA
"2492",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",46,"Sample","A","LML",1.57641,43,NA
"2493",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",46,"Sample","A","LML",1.57641,43,NA
"2494",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",46,"Sample","A","LML",1.57641,43,NA
"2495",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",46,"Sample","A","LML",1.57641,43,NA
"2496",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",46,"Sample","A","LML",1.57641,43,NA
"2497",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",46,"Sample","A","LML",1.57641,43,NA
"2498",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",46,"Sample","A","LML",1.57641,43,NA
"2499",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2500",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",46,"Sample","A","LML",1.57641,43,NA
"2501",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",46,"Sample","A","LML",1.57641,43,NA
"2502",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2503",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2504",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2505",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",46,"Sample","A","LML",1.57641,43,NA
"2506",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2507",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",46,"Sample","A","LML",1.57641,43,NA
"2508",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",46,"Sample","A","LML",1.57641,43,NA
"2509",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",46,"Sample","A","LML",1.57641,43,NA
"2510",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2511",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",46,"Sample","A","LML",1.57641,43,NA
"2512",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",46,"Sample","A","LML",1.57641,43,NA
"2513",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2514",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",46,"Sample","A","LML",1.57641,43,NA
"2515",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",46,"Sample","A","LML",1.57641,43,NA
"2516",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",46,"Sample","A","LML",1.57641,43,NA
"2517",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2518",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",46,"Sample","A","LML",1.57641,43,NA
"2519",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2520",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",46,"Sample","A","LML",1.57641,43,NA
"2521",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",46,"Sample","A","LML",1.57641,43,NA
"2522",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2523",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",46,"Sample","A","LML",1.57641,43,NA
"2524",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",46,"Sample","A","LML",1.57641,43,NA
"2525",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",46,"Sample","A","LML",1.57641,43,NA
"2526",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",46,"Sample","A","LML",1.57641,43,NA
"2527",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",46,"Sample","A","LML",1.57641,43,NA
"2528",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",46,"Sample","A","LML",1.57641,43,NA
"2529",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",46,"Sample","A","LML",1.57641,43,NA
"2530",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",46,"Sample","A","LML",1.57641,43,NA
"2531",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",47,"Sample","QC","LML",1.54717,43,NA
"2532",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",47,"Sample","QC","LML",1.54717,43,NA
"2533",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",47,"Sample","QC","LML",1.54717,43,NA
"2534",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",47,"Sample","QC","LML",1.54717,43,NA
"2535",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",47,"Sample","QC","LML",1.54717,43,NA
"2536",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",47,"Sample","QC","LML",1.54717,43,NA
"2537",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",47,"Sample","QC","LML",1.54717,43,NA
"2538",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",47,"Sample","QC","LML",1.54717,43,NA
"2539",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",47,"Sample","QC","LML",1.54717,43,NA
"2540",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",47,"Sample","QC","LML",1.54717,43,NA
"2541",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",47,"Sample","QC","LML",1.54717,43,NA
"2542",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",47,"Sample","QC","LML",1.54717,43,NA
"2543",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",47,"Sample","QC","LML",1.54717,43,NA
"2544",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",47,"Sample","QC","LML",1.54717,43,NA
"2545",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",47,"Sample","QC","LML",1.54717,43,NA
"2546",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",47,"Sample","QC","LML",1.54717,43,NA
"2547",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",47,"Sample","QC","LML",1.54717,43,NA
"2548",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",47,"Sample","QC","LML",1.54717,43,NA
"2549",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",47,"Sample","QC","LML",1.54717,43,NA
"2550",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",47,"Sample","QC","LML",1.54717,43,NA
"2551",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",47,"Sample","QC","LML",1.54717,43,NA
"2552",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",47,"Sample","QC","LML",1.54717,43,NA
"2553",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",47,"Sample","QC","LML",1.54717,43,NA
"2554",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",47,"Sample","QC","LML",1.54717,43,NA
"2555",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",47,"Sample","QC","LML",1.54717,43,NA
"2556",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",47,"Sample","QC","LML",1.54717,43,NA
"2557",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",47,"Sample","QC","LML",1.54717,43,NA
"2558",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",47,"Sample","QC","LML",1.54717,43,NA
"2559",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",47,"Sample","QC","LML",1.54717,43,NA
"2560",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",47,"Sample","QC","LML",1.54717,43,NA
"2561",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",47,"Sample","QC","LML",1.54717,43,NA
"2562",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",47,"Sample","QC","LML",1.54717,43,NA
"2563",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",47,"Sample","QC","LML",1.54717,43,NA
"2564",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",47,"Sample","QC","LML",1.54717,43,NA
"2565",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",47,"Sample","QC","LML",1.54717,43,NA
